core,CPD_A,SMILES_A,R_A,pKi_A,LogD_A,Sol_A_uM,CPD_B,SMILES_B,R_B,pKi_B,LogD_B,Sol_B_uM,delta_pKi,delta_LogD,delta_LogSol,abs_delta_pKi,physchem_shift,potency_specificity
CC(C)N1CCC(NC(=O)c2nc3c(C(=O)O)cccc3n2C[*:1])CC1,CPD_333,CC(C)N1CCC(NC(=O)c2nc3c(C(=O)O)cccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,Clc1ccc(-c2cc([*:1])no2)s1,8.44,2.191,0.6,CPD_466,CC(C)N1CCC(NC(=O)c2nc3c(C(=O)O)cccc3n2CCc2ccc(Cl)cc2)CC1,Clc1ccc(C[*:1])cc1,7.19,2.565,2.3,-1.25,0.37,0.58,1.25,0.6879680225126746,1.3326680334489855
Clc1ccc(-c2cc(Cn3c([*:1])nc4ccccc43)no2)s1,CPD_979,CCN(CC)C(=O)N1CCN(C(=O)c2nc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CCN(CC)C(=O)N1CCN(C(=O)[*:1])CC1,5.92,4.096,0.6,CPD_987,NC(=O)N1CCN(C(=O)c2nc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,NC(=O)N1CCN(C(=O)[*:1])CC1,4.68,1.327,15.0,-1.25,-2.77,1.4,1.25,3.103691350633951,0.37272362579332513
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_262,CC(C)N1CCC(NC(=O)c2cc3cc(-c4n[nH]c(=O)o4)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=c1[nH]nc([*:1])o1,8.48,0.297,310.0,CPD_344,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)N4CC(O)C4)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(N1CC(O)C1)[*:1],7.23,-1.036,6400.0,-1.25,-1.33,1.31,1.25,1.866815470259447,0.5905096677353713
O=C(Nc1ccc([*:1])cc1)c1nc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,CPD_457,O=C(Nc1ccc(-n2ccc(=O)cc2)cc1)c1nc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,O=c1ccn([*:1])cc1,7.92,3.915,0.4,CPD_559,O=C1CCN(c2ccc(NC(=O)c3nc4ccccc4n3Cc3cc(-c4ccc(Cl)s4)on3)cc2)CC1,O=C1CCN([*:1])CC1,6.68,4.038,0.4,-1.25,0.12,0.0,1.25,0.12,3.3783783783783785
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_112,COC(=O)c1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,COC(=O)[*:1],8.29,1.96,260.0,CPD_162,CC(OC(=O)c1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1)OC(=O)C(C)(C)C,CC(OC(=O)C(C)(C)C)OC(=O)[*:1],7.04,3.499,26.0,-1.25,1.54,-1.0,1.25,1.8361917111238684,0.5991779151143318
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_158,CC(C)N1CCC(NC(=O)c2cc3cc(-c4noc(O)n4)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,Oc1nc([*:1])no1,8.24,0.316,300.0,CPD_373,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)N4CCCC4CO)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(N1CCCC1CO)[*:1],6.98,-0.415,2900.0,-1.26,-0.73,0.99,1.26,1.2300406497347964,0.8513279687458417
Clc1ccc(-c2cc(Cn3c([*:1])nc4ccccc43)no2)s1,CPD_978,O=C(c1nc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1)N1CCN(Cc2ccncc2)CC1,O=C(N1CCN(Cc2ccncc2)CC1)[*:1],5.93,3.205,2.8,CPD_987,NC(=O)N1CCN(C(=O)c2nc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,NC(=O)N1CCN(C(=O)[*:1])CC1,4.68,1.327,15.0,-1.26,-1.88,0.73,1.26,2.0167548190099853,0.5558607351060183
O=C(N[*:1])c1nc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,CPD_116,O=C(NC1CCN(c2ccncn2)CC1)c1nc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,c1cc(N2CCC([*:1])CC2)ncn1,7.23,3.606,0.7,CPD_438,CCN1CCN(c2ccc(NC(=O)c3nc4ccccc4n3Cc3cc(-c4ccc(Cl)s4)on3)cc2)C(=O)C1=O,CCN1CCN(c2ccc([*:1])cc2)C(=O)C1=O,5.96,3.038,0.7,-1.27,-0.57,0.0,1.27,0.57,1.548780487804878
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_38,CC(C)N1CCC(NC(=O)c2cc3cc(Br)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,Br[*:1],8.06,2.851,68.0,CPD_604,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)N4CCC(O)CC4)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(N1CCC(O)CC1)[*:1],6.79,-0.266,3400.0,-1.27,-3.12,1.7,1.27,3.5530831681794335,0.3339395810815148
CC(C)N1CCC(NC(=O)c2cc3c([*:1])cccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_154,CC(C)N1CCC(NC(=O)c2cc3c(CO)cccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,OC[*:1],8.7,0.769,2500.0,CPD_406,CC(C)N1CCC(NC(=O)c2cc3c(C(=O)N(C)CCO)cccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CN(CCO)C(=O)[*:1],7.43,-0.435,32000.0,-1.27,-1.2,1.11,1.27,1.6346559270990333,0.6738630546504338
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_364,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)OCCN4CCNC4=O)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C1NCCN1CCOC(=O)[*:1],8.16,1.632,44.0,CPD_673,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)N4CCC(F)(F)CC4)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(N1CCC(F)(F)CC1)[*:1],6.88,0.623,560.0,-1.28,-1.01,1.1,1.28,1.4933519344079613,0.7342177874341164
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_85,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)O)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(O)[*:1],8.07,1.328,5.5,CPD_604,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)N4CCC(O)CC4)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(N1CCC(O)CC1)[*:1],6.79,-0.266,3400.0,-1.28,-1.59,2.79,1.28,3.211261434389919,0.3698073734859651
O=C(Cn1c(C(=O)NC2CCN([*:1])CC2)cc2cc(C(=O)O)ccc21)Nc1ccc(Cl)cn1,CPD_416,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)O)ccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,CC(C)[*:1],8.09,0.362,8.8,CPD_620,O=C(Cn1c(C(=O)NC2CCN(C3CC3)CC2)cc2cc(C(=O)O)ccc21)Nc1ccc(Cl)cn1,C1CC1[*:1],6.81,-0.152,19.0,-1.28,-0.51,0.33,1.28,0.6074537019394977,1.4927919689479834
CC(C)N1CCC(NC(=O)c2nc3ccc(S(=O)(=O)CCO)cc3n2[*:1])CC1,CPD_348,CC(C)N1CCC(NC(=O)c2nc3ccc(S(=O)(=O)CCO)cc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,Clc1ccc(-c2cc(C[*:1])no2)s1,7.93,1.103,89.0,CPD_450,CC(C)N1CCC(NC(=O)c2nc3ccc(S(=O)(=O)CCO)cc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,O=C(C[*:1])Nc1ccc(Cl)cn1,6.65,0.285,880.0,-1.28,-0.82,1.0,1.28,1.2932130528261767,0.8294382928240924
Clc1ccc(-c2cc(Cn3c([*:1])nc4ccccc43)no2)s1,CPD_438,CCN1CCN(c2ccc(NC(=O)c3nc4ccccc4n3Cc3cc(-c4ccc(Cl)s4)on3)cc2)C(=O)C1=O,CCN1CCN(c2ccc(NC(=O)[*:1])cc2)C(=O)C1=O,5.96,3.038,0.7,CPD_987,NC(=O)N1CCN(C(=O)c2nc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,NC(=O)N1CCN(C(=O)[*:1])CC1,4.68,1.327,15.0,-1.28,-1.71,1.33,1.28,2.166333307688362,0.5297282439998064
CC(C)N1CCC(NC(=O)c2nc3c(OCCO)cccc3n2C[*:1])CC1,CPD_736,CC(C)N1CCC(NC(=O)c2nc3c(OCCO)cccc3n2CCc2ccc(Cl)cc2)CC1,Clc1ccc(C[*:1])cc1,7.25,2.442,250.0,CPD_821,Cc1cc(Br)cnc1NC(=O)Cn1c(C(=O)NC2CCN(C(C)C)CC2)nc2c(OCCO)cccc21,Cc1cc(Br)cnc1NC(=O)[*:1],5.96,1.988,460.0,-1.28,-0.45,0.26,1.28,0.5197114584074514,1.6629608225507595
Clc1ccc(-c2cc(Cn3c([*:1])cc4ccccc43)no2)s1,CPD_177,CC(C)N1CC(NC(=O)c2cc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)C1,CC(C)N1CC(NC(=O)[*:1])C1,6.65,2.16,190.0,CPD_250,O=C(c1cc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1)N1CCC(N2CCCC2=O)CC1,O=C1CCCN1C1CCN(C(=O)[*:1])CC1,5.35,2.607,2.1,-1.29,0.45,-1.96,1.29,2.0109947787102778,0.5705453246273505
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_38,CC(C)N1CCC(NC(=O)c2cc3cc(Br)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,Br[*:1],8.06,2.851,68.0,CPD_213,CC(OC(=O)OC1CCCCC1)OC(=O)c1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,CC(OC(=O)OC1CCCCC1)OC(=O)[*:1],6.77,4.442,4.4,-1.29,1.59,-1.19,1.29,1.98600100704909,0.5769228170887308
CC(C)N1CCC(NC(=O)c2nc3ccc([*:1])cc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,CPD_340,CC(C)N1CCC(NC(=O)c2nc3ccc(C(=O)O)cc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,O=C(O)[*:1],7.63,1.376,1.9,CPD_943,CC(C)N1CCC(NC(=O)c2nc3ccc(OC(C)(C)CO)cc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,CC(C)(CO)O[*:1],6.34,1.969,380.0,-1.29,0.59,2.3,1.29,2.374468361549591,0.49152812009451413
CC(C)N1CCC(NC(=O)c2cc3c([*:1])cccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_154,CC(C)N1CCC(NC(=O)c2cc3c(CO)cccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,OC[*:1],8.7,0.769,2500.0,CPD_675,CC(C)N1CCC(NC(=O)c2cc3c(C(=O)N4CCC(F)(F)CC4)cccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(N1CCC(F)(F)CC1)[*:1],7.41,0.626,560.0,-1.29,-0.14,-0.65,1.29,0.6649060083951717,1.4099809031342765
CC(C)N1CCC(NC(=O)c2nc3c(C(=O)O)cccc3n2[*:1])CC1,CPD_466,CC(C)N1CCC(NC(=O)c2nc3c(C(=O)O)cccc3n2CCc2ccc(Cl)cc2)CC1,Clc1ccc(CC[*:1])cc1,7.19,2.565,2.3,CPD_671,CC(C)N1CCC(NC(=O)c2nc3c(C(=O)O)cccc3n2Cc2n[nH]c3ccc(Cl)cc23)CC1,Clc1ccc2[nH]nc(C[*:1])c2c1,5.89,1.751,1.1,-1.3,-0.81,-0.32,1.3,0.8709190547921203,1.1597626023416034
COC(=O)c1ccc2nc(C(=O)NC3CCN(C(C)C)CC3)n(C[*:1])c2c1,CPD_289,COC(=O)c1ccc2nc(C(=O)NC3CCN(C(C)C)CC3)n(Cc3cc(-c4ccc(Cl)s4)on3)c2c1,Clc1ccc(-c2cc([*:1])no2)s1,6.76,3.123,16.0,CPD_540,COC(=O)c1ccc2nc(C(=O)NC3CCN(C(C)C)CC3)n(CCc3ccc(Cl)cc3)c2c1,Clc1ccc(C[*:1])cc1,5.46,3.464,54.0,-1.3,0.34,0.53,1.3,0.6296824596572467,1.477805980701858
COC(=O)c1cccc2c1nc([*:1])n2CC(=O)Nc1ccc(Cl)cn1,CPD_358,COC(=O)c1cccc2c1nc(C(=O)Nc1ccc(N3CCOCC3=O)cc1)n2CC(=O)Nc1ccc(Cl)cn1,O=C1COCCN1c1ccc(NC(=O)[*:1])cc1,7.5,2.855,3.2,CPD_403,COC(=O)c1cccc2c1nc(C(=O)Nc1ccc(C(=O)N3CCCC3)cc1F)n2CC(=O)Nc1ccc(Cl)cn1,O=C(c1ccc(NC(=O)[*:1])c(F)c1)N1CCCC1,6.2,3.714,1.4,-1.3,0.86,-0.36,1.3,0.9323089616645331,1.0995433868400808
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_85,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)O)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(O)[*:1],8.07,1.328,5.5,CPD_213,CC(OC(=O)OC1CCCCC1)OC(=O)c1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,CC(OC(=O)OC1CCCCC1)OC(=O)[*:1],6.77,4.442,4.4,-1.3,3.11,-0.1,1.3,3.111607301701164,0.38671976924316126
Clc1ccc(-c2cc(Cn3c([*:1])nc4ccccc43)no2)s1,CPD_116,O=C(NC1CCN(c2ccncn2)CC1)c1nc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,O=C(NC1CCN(c2ccncn2)CC1)[*:1],7.23,3.606,0.7,CPD_978,O=C(c1nc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1)N1CCN(Cc2ccncc2)CC1,O=C(N1CCN(Cc2ccncc2)CC1)[*:1],5.93,3.205,2.8,-1.3,-0.4,0.6,1.3,0.7211102550927979,1.3386739488975676
Clc1ccc(-c2cc(Cn3c([*:1])cc4ccccc43)no2)s1,CPD_73,CCC(CC)N1CCC(NC(=O)c2cc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CCC(CC)N1CCC(NC(=O)[*:1])CC1,6.66,3.315,49.0,CPD_250,O=C(c1cc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1)N1CCC(N2CCCC2=O)CC1,O=C1CCCN1C1CCN(C(=O)[*:1])CC1,5.35,2.607,2.1,-1.3,-0.71,-1.37,1.3,1.5430489298787644,0.7250220439259839
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_112,COC(=O)c1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,COC(=O)[*:1],8.29,1.96,260.0,CPD_373,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)N4CCCC4CO)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(N1CCCC1CO)[*:1],6.98,-0.415,2900.0,-1.3,-2.38,1.05,1.3,2.6013265846486866,0.4559281307862437
O=C(Nc1ccc(-n2ccc(=O)cc2)cc1)c1nc2ccccc2n1C[*:1],CPD_423,O=C(Cn1c(C(=O)Nc2ccc(-n3ccc(=O)cc3)cc2)nc2ccccc21)Nc1ccc(Cl)cn1,O=C(Nc1ccc(Cl)cn1)[*:1],7.3,3.099,3.9,CPD_449,COc1cccc(Cn2c(C(=O)Nc3ccc(-n4ccc(=O)cc4)cc3)nc3ccccc32)c1,COc1cccc([*:1])c1,5.99,3.193,6.8,-1.31,0.09,0.24,1.31,0.2563201123595259,2.58729599718093
CC(C)N1CCC(NC(=O)c2nc3cc(C(=O)O[*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_290,COC(=O)c1ccc2c(c1)nc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,C[*:1],8.63,3.121,16.0,CPD_354,CC(OC(=O)OC1CCCCC1)OC(=O)c1ccc2c(c1)nc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,CC(OC(=O)OC1CCCCC1)[*:1],7.32,5.603,0.5,-1.31,2.48,-1.51,1.31,2.9035323314886647,0.41540718860541953
CC(C)N1CCC(NC(=O)c2cc3c(C(=O)N4CCC(F)(F)CC4)cccc3n2[*:1])CC1,CPD_669,CC(C)N1CCC(NC(=O)c2cc3c(C(=O)N4CCC(F)(F)CC4)cccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,O=C(C[*:1])Nc1ccc(Cl)cn1,8.71,-0.341,18000.0,CPD_675,CC(C)N1CCC(NC(=O)c2cc3c(C(=O)N4CCC(F)(F)CC4)cccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,Clc1ccc(-c2cc(C[*:1])no2)s1,7.41,0.626,560.0,-1.31,0.97,-1.51,1.31,1.7947144619688113,0.6406762530248987
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_143,CC(C)N1CCC(NC(=O)c2cc3cc(CO)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,OC[*:1],8.54,0.77,2500.0,CPD_344,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)N4CC(O)C4)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(N1CC(O)C1)[*:1],7.23,-1.036,6400.0,-1.31,-1.81,0.41,1.31,1.8558555978308227,0.622074942531383
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_181,CC(C)N1CCC(NC(=O)c2cc3cc(OCC(=O)O)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(O)CO[*:1],8.3,0.774,4.7,CPD_373,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)N4CCCC4CO)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(N1CCCC1CO)[*:1],6.98,-0.415,2900.0,-1.31,-1.19,2.79,1.31,3.0331831464651127,0.39900302284702904
Clc1ccc(-c2cc(Cn3c([*:1])nc4ccccc43)no2)s1,CPD_116,O=C(NC1CCN(c2ccncn2)CC1)c1nc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,O=C(NC1CCN(c2ccncn2)CC1)[*:1],7.23,3.606,0.7,CPD_979,CCN(CC)C(=O)N1CCN(C(=O)c2nc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CCN(CC)C(=O)N1CCN(C(=O)[*:1])CC1,5.92,4.096,0.6,-1.31,0.49,-0.07,1.31,0.49497474683058323,1.7584488676606254
O=C(Cn1c([*:1])nc2c(C(=O)OCC3CC3)cccc21)Nc1ccc(Cl)cn1,CPD_516,CC(C)N1CCC(NC(=O)c2nc3c(C(=O)OCC4CC4)cccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,CC(C)N1CCC(NC(=O)[*:1])CC1,7.83,3.211,33.0,CPD_607,O=C(Cn1c(C(=O)NC2CCN(C3CC3)CC2)nc2c(C(=O)OCC3CC3)cccc21)Nc1ccc(Cl)cn1,O=C(NC1CCN(C2CC2)CC1)[*:1],6.51,3.164,11.0,-1.32,-0.05,-0.48,1.32,0.48259714048054614,1.8018088347084562
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_37,CC(C)N1CCC(NC(=O)c2cc3cc(C#N)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,N#C[*:1],8.7,1.433,130.0,CPD_167,CCOC(=O)OC(C)OC(=O)c1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,CCOC(=O)OC(C)OC(=O)[*:1],7.38,2.914,58.0,-1.32,1.48,-0.35,1.32,1.5208221460775746,0.745416473881265
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_171,CCOC(=O)c1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,CCOC(=O)[*:1],7.96,2.492,130.0,CPD_335,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)N(CCO)CCO)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(N(CCO)CCO)[*:1],6.64,-1.074,41000.0,-1.32,-3.57,2.5,1.32,4.358313894156776,0.28643882129507847
Clc1ccc(-c2cc(Cn3c([*:1])cc4ccccc43)no2)s1,CPD_26,CN1CCC(NC(=O)c2cc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CN1CCC(NC(=O)[*:1])CC1,7.4,2.01,210.0,CPD_204,CC(C)N1CC(CNC(=O)c2cc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)C1,CC(C)N1CC(CNC(=O)[*:1])C1,6.08,1.854,360.0,-1.32,-0.16,0.23,1.32,0.28017851452243797,2.4897274481011347
O=C(Cn1c([*:1])nc2ccccc21)Nc1ccc(Cl)cn1,CPD_152,CC(C)N1CCC(NC(=O)c2nc3ccccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,CC(C)N1CCC(NC(=O)[*:1])CC1,8.86,2.307,280.0,CPD_531,O=C(Cn1c(C(=O)Nc2ccc(-n3ccc(=O)[nH]c3=O)cc2)nc2ccccc21)Nc1ccc(Cl)cn1,O=C(Nc1ccc(-n2ccc(=O)[nH]c2=O)cc1)[*:1],7.54,2.869,2.6,-1.32,0.56,-2.03,1.32,2.105825253908785,0.5603132056632198
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_194,Cc1oc(=O)oc1COC(=O)c1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,Cc1oc(=O)oc1COC(=O)[*:1],7.96,3.174,10.0,CPD_335,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)N(CCO)CCO)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(N(CCO)CCO)[*:1],6.64,-1.074,41000.0,-1.32,-4.25,3.61,1.32,5.576253222370735,0.22656069855180183
Clc1ccc(-c2cc(Cn3c([*:1])cc4ccccc43)no2)s1,CPD_16,CC(C)CN1CCC(NC(=O)c2cc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CC(C)CN1CCC(NC(=O)[*:1])CC1,6.85,3.104,48.0,CPD_43,O=C(c1cc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1)N1CCC(Oc2ccncc2)CC1,O=C(N1CCC(Oc2ccncc2)CC1)[*:1],5.53,3.739,1.1,-1.32,0.63,-1.64,1.32,1.7568437608393068,0.6577492606838244
CC(C)N1CCC(NC(=O)c2cc3c([*:1])cccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_186,Cc1oc(=O)oc1COC(=O)c1cccc2c1cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,Cc1oc(=O)oc1COC(=O)[*:1],8.75,3.186,9.7,CPD_406,CC(C)N1CCC(NC(=O)c2cc3c(C(=O)N(C)CCO)cccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CN(CCO)C(=O)[*:1],7.43,-0.435,32000.0,-1.32,-3.62,3.52,1.32,5.049237566207397,0.24909243707386924
O=C(N[*:1])c1nc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,CPD_533,O=C(Nc1ccc(N2CCOC2=O)cc1)c1nc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,O=C1OCCN1c1ccc([*:1])cc1,6.33,4.952,0.1,CPD_557,O=C(Nc1ccc(N2CCS(=O)(=O)CC2)cc1)c1nc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,O=S1(=O)CCN(c2ccc([*:1])cc2)CC1,5.0,3.236,0.4,-1.33,-1.72,0.6,1.33,1.8216476058777118,0.6420010798296499
CC(C)N1CCC(NC(=O)c2nc3ccc([*:1])cc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_352,CC(C)N1CCC(NC(=O)c2nc3ccc(C(=O)O)cc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(O)[*:1],7.78,2.192,0.6,CPD_419,CC(C)N1CCC(NC(=O)c2nc3ccc(C(=O)N(C)CCO)cc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CN(CCO)C(=O)[*:1],6.46,0.72,300.0,-1.33,-1.47,2.7,1.33,3.0742316113136305,0.4000924591034818
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_38,CC(C)N1CCC(NC(=O)c2cc3cc(Br)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,Br[*:1],8.06,2.851,68.0,CPD_342,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)N(C)CCO)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CN(CCO)C(=O)[*:1],6.73,-0.441,32000.0,-1.33,-3.29,2.67,1.33,4.237098063533578,0.29640537852489646
O=C(N[*:1])c1nc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,CPD_605,O=C(Nc1ccc(N2CCNCC2=O)cc1)c1nc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,O=C1CNCCN1c1ccc([*:1])cc1,6.85,3.407,0.8,CPD_990,O=C(NC1CCN(c2ccccc2)CC1)c1nc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,c1ccc(N2CCC([*:1])CC2)cc1,5.51,5.578,0.1,-1.34,2.17,-0.9,1.34,2.3492339176846566,0.5155365166955209
